timestamp,price,equity,action
2026-07-06T09:30:00-04:00,76.85990142822266,50.0,NONE
2026-07-06T10:30:00-04:00,77.20010375976562,50.0,BUY
2026-07-06T11:30:00-04:00,77.00499725341797,49.873635852255596,NONE
2026-07-06T12:30:00-04:00,76.43009948730469,49.501293239930696,NONE
2026-07-06T13:30:00-04:00,76.55989837646484,49.585359764999154,NONE
2026-07-06T14:30:00-04:00,77.06999969482422,49.91573582248913,NONE
2026-07-06T15:30:00-04:00,76.38999938964844,49.475321708997896,NONE
2026-07-07T09:30:00-04:00,71.5,46.30822791540317,SELL
2026-07-07T10:30:00-04:00,71.56999969482422,46.30822791540317,NONE
2026-07-07T11:30:00-04:00,73.24500274658203,46.30822791540317,NONE
2026-07-07T12:30:00-04:00,73.23989868164062,46.30822791540317,NONE
2026-07-07T13:30:00-04:00,73.12000274658203,46.30822791540317,NONE
2026-07-07T14:30:00-04:00,71.61499786376953,46.30822791540317,NONE
2026-07-07T15:30:00-04:00,72.20999908447266,46.30822791540317,NONE
