timestamp,price,equity,action
2026-08-17T12:30:00-04:00,64.71499633789062,150.0,NONE
2026-08-17T13:30:00-04:00,64.62000274658203,150.0,NONE
2026-08-17T14:30:00-04:00,65.21499633789062,150.0,NONE
2026-08-17T15:30:00-04:00,64.45999908447266,149.85,BUY
2026-08-18T09:30:00-04:00,63.2400016784668,147.0138750560576,NONE
2026-08-18T10:30:00-04:00,62.84000015258789,146.08399250091819,NONE
2026-08-18T11:30:00-04:00,63.89500045776367,148.53654909378156,NONE
2026-08-18T12:30:00-04:00,63.61000061035156,147.87401065535033,NONE
2026-08-18T13:30:00-04:00,63.59000015258789,147.82751564079163,NONE
2026-08-18T14:30:00-04:00,63.76499938964844,148.23433593315866,NONE
2026-08-18T15:30:00-04:00,62.95000076293945,146.1933709363354,SELL
2026-08-19T09:30:00-04:00,161.4600067138672,146.04717756539907,BUY
2026-08-19T10:30:00-04:00,141.7198944091797,128.19143888682507,NONE
2026-08-19T11:30:00-04:00,143.91000366210938,130.17248225143416,NONE
2026-08-19T12:30:00-04:00,156.69679260253906,141.7386556517839,NONE
2026-08-19T13:30:00-04:00,149.63999938964844,135.35549766497806,NONE
2026-08-19T14:30:00-04:00,158.0800018310547,142.98982495320178,NONE
2026-08-19T15:30:00-04:00,174.1649932861328,157.53935737915307,NONE
2026-08-20T09:30:00-04:00,144.64999389648438,130.84183367384523,NONE
2026-08-20T10:30:00-04:00,143.14999389648438,129.4850223444841,NONE
2026-08-20T11:30:00-04:00,133.05999755859375,120.35820811484258,NONE
2026-08-20T12:30:00-04:00,129.52499389648438,117.16065276945388,NONE
2026-08-20T13:30:00-04:00,133.33999633789062,120.6114784588141,NONE
2026-08-20T14:30:00-04:00,134.60000610351562,121.75120880888456,NONE
2026-08-20T15:30:00-04:00,133.33999633789062,120.6114784588141,NONE
2026-08-21T09:30:00-04:00,156.8000030517578,141.8320137229895,NONE
2026-08-21T10:30:00-04:00,148.82749938964844,134.62055819490746,NONE
2026-08-21T11:30:00-04:00,149.0500030517578,134.8218218546237,NONE
2026-08-21T12:30:00-04:00,148.05999755859375,133.92632140845384,NONE
2026-08-21T13:30:00-04:00,140.7707977294922,127.33294213505239,NONE
2026-08-21T14:30:00-04:00,147.0,132.96751027739043,NONE
2026-08-21T15:30:00-04:00,145.0399932861328,131.0634094633238,SELL
2026-08-24T09:30:00-04:00,135.26719665527344,131.0634094633238,NONE
2026-08-24T10:30:00-04:00,134.11000061035156,130.93234605386047,BUY
2026-08-24T11:30:00-04:00,138.60009765625,135.1807369396002,SELL
2026-08-24T12:30:00-04:00,138.0,135.1807369396002,NONE
2026-08-24T14:30:00-04:00,139.30499267578125,135.1807369396002,NONE
2026-08-24T15:30:00-04:00,138.88999938964844,135.1807369396002,NONE
2026-08-25T09:30:00-04:00,150.7899932861328,135.1807369396002,NONE
